run_id,timestamp,config_name,target_id,target_class,source_csv,source_row_index,source_config,source_stage,source_eta_Z,source_eta_W,source_rho_rank,source_kappa_basis,R,Q,lambda_,c,alpha,m0,a,a_kind,window_m_radius,num_primes,Z0_abs,eta_Z0,A_sup,A_sup_log,t_at_A_sup,L2_amp,J_max,J_rms,J_argmax_k,N_minima,N_minima_thresholded,min_Z_abs_in_window,m_at_min_Z,crowding_ratio,classification,N_grid,refined_max,refined_min,optimizer_status,afe_model,include_dual,k_Z,notes
d24578ab,2026-04-27 13:00:22,01_amplitude_main,e8da7bab0242,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,188,04_actual_like_dual_cover_block,actual_like_dual,0.0011541306819889778,0.00025909084747015575,0.00694413793702001,1247.99763095148,4,28.0,0.03571428571428571,0.4,0.0,1285.985985985986,8.0,2R,0.2857142857142857,3000,0.5946693895806185,0.28448079785797453,0.6124622591639172,-0.49026795615326674,8.0,2.3794241914316343,0.24546504677350703,0.25073620711618877,1,0,0,0.5774817991632578,1285.7002717002717,0.0,harmless,960,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,e8da7bab0242,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,188,04_actual_like_dual_cover_block,actual_like_dual,0.0011541306819889778,0.00025909084747015575,0.00694413793702001,1247.99763095148,4,28.0,0.03571428571428571,0.4,0.0,1285.985985985986,11.10358689763197,logQ2,0.3965566749154275,3000,0.5946693895806185,0.28448079785797453,0.6195119974870397,-0.478823211696851,11.103586897373445,2.8040427329207915,0.24546504677350703,0.25073620711618877,1,0,0,0.5709925936337567,1285.5894293110705,0.0,harmless,1332,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,7f321862253c,best_etaZ_by_stage,01_main_relaxed_orbit.683062da434a.csv,79,01_main_relaxed_orbit,main_orbit,0.005827258037875083,2.0898434155022497e-08,6.785277457955378e-09,3.0632559991751176,4,28.0,0.03571428571428571,0.4,0.2857142857142857,2488.938938938939,1.0,1,0.03571428571428571,3000,0.014802138933833621,0.1834098513315355,0.014922044481947398,-4.204915663973084,1.0,0.020933504126717132,0.006048666472878886,0.006176099562718126,1,0,0,0.014681760976153141,2488.9032246532247,0.0,harmless,401,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,7f321862253c,best_etaZ_by_stage,01_main_relaxed_orbit.683062da434a.csv,79,01_main_relaxed_orbit,main_orbit,0.005827258037875083,2.0898434155022497e-08,6.785277457955378e-09,3.0632559991751176,4,28.0,0.03571428571428571,0.4,0.2857142857142857,2488.938938938939,4.0,R,0.14285714285714285,3000,0.014802138933833621,0.1834098513315355,0.01527892745104707,-4.1812806907017075,4.0,0.04187056331887766,0.006048666472878886,0.006176099562718126,1,0,0,0.01431779238124842,2488.7960817960816,0.0,harmless,480,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,7f321862253c,best_etaZ_by_stage,01_main_relaxed_orbit.683062da434a.csv,79,01_main_relaxed_orbit,main_orbit,0.005827258037875083,2.0898434155022497e-08,6.785277457955378e-09,3.0632559991751176,4,28.0,0.03571428571428571,0.4,0.2857142857142857,2488.938938938939,8.0,2R,0.2857142857142857,3000,0.014802138933833621,0.1834098513315355,0.015748164566035356,-4.1510314559911015,8.0,0.05923001123211485,0.006048666472878886,0.006176099562718126,1,0,0,0.013825887796140777,2488.6532246532247,0.0,harmless,960,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,7f321862253c,best_etaZ_by_stage,01_main_relaxed_orbit.683062da434a.csv,79,01_main_relaxed_orbit,main_orbit,0.005827258037875083,2.0898434155022497e-08,6.785277457955378e-09,3.0632559991751176,4,28.0,0.03571428571428571,0.4,0.2857142857142857,2488.938938938939,11.10358689763197,logQ2,0.3965566749154275,3000,0.014802138933833621,0.1834098513315355,0.016107049643946676,-4.128498236743455,11.10358689763197,0.06980302827066139,0.006048666472878886,0.006176099562718126,1,0,0,0.0134390175943507,2488.5423822640237,0.0,harmless,1332,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,ec591a53d2c7,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,201,04_actual_like_dual_cover_block,main_orbit,0.010354718573198314,5.514672622794186e-10,2.732817108318075e-08,3.0253077680263805,4,28.0,0.03571428571428571,0.4,-0.14285714285714285,2488.938938938939,1.0,1,0.03571428571428571,3000,2.0069137111871,0.1885036574301757,2.0228155095143325,0.7044903575436803,1.0,2.838220887940255,0.8223810060147319,0.8398028224770995,1,0,0,1.9909546106508778,2488.9032246532247,0.0,harmless,401,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,ec591a53d2c7,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,201,04_actual_like_dual_cover_block,main_orbit,0.010354718573198314,5.514672622794186e-10,2.732817108318075e-08,3.0253077680263805,4,28.0,0.03571428571428571,0.4,-0.14285714285714285,2488.938938938939,4.0,R,0.14285714285714285,3000,2.0069137111871,0.1885036574301757,2.0701757970493686,0.7276335297820659,3.9999999999301505,5.676930773693558,0.8223810060147319,0.8398028224770995,1,0,0,1.9427349579028264,2488.7960817960816,0.0,harmless,480,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,ec591a53d2c7,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,201,04_actual_like_dual_cover_block,main_orbit,0.010354718573198314,5.514672622794186e-10,2.732817108318075e-08,3.0253077680263805,4,28.0,0.03571428571428571,0.4,-0.14285714285714285,2488.938938938939,8.0,2R,0.2857142857142857,3000,2.0069137111871,0.1885036574301757,2.1325134210375074,0.75730129393365,8.0,8.03060592477127,0.8223810060147319,0.8398028224770995,1,0,0,1.8776494890699782,2488.6532246532247,0.0,harmless,960,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:24,01_amplitude_main,ec591a53d2c7,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,201,04_actual_like_dual_cover_block,main_orbit,0.010354718573198314,5.514672622794186e-10,2.732817108318075e-08,3.0253077680263805,4,28.0,0.03571428571428571,0.4,-0.14285714285714285,2488.938938938939,11.10358689763197,logQ2,0.3965566749154275,3000,2.0069137111871,0.1885036574301757,2.180240253803563,0.7794350788952958,11.10358689756734,9.464177067983139,0.8223810060147319,0.8398028224770995,1,0,0,1.8265330147277496,2488.5423822640237,0.0,harmless,1332,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
