center_type,m0,Q,c_I,Delta,kappa,eps,W_abs,W_factor_equiv,nquad,R_jet,local_zero_count,E_I,S_I,B_eff,J_max,J_rms,tail_drift_rel,quad_drift_rel,tail_edge,status
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,257,12,46,0.0004990314336390146,0.02236283955839341,7.248711558284756,4.973500232055752e+18,1.3794010063373353e+18,2.0699279777457037e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,513,12,46,0.0004990314336390146,0.022362840517714404,7.248711558284756,4.973500232055752e+18,1.3794010063373353e+18,2.0699279777457037e-05,2.1726129846758024e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,1025,12,46,0.0004990314336390147,0.02236284075918669,7.248711558284755,4.973500232055752e+18,1.3794010063373353e+18,2.069927977723978e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,257,16,46,0.0004990314336390146,0.02236283955839341,7.248711558284756,3.9763876418127433e+30,9.644229266753306e+29,2.0699279777457037e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,513,16,46,0.0004990314336390146,0.022362840517714404,7.248711558284756,3.9763876418127433e+30,9.644229266753306e+29,2.0699279777457037e-05,2.1726129846758024e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,1025,16,46,0.0004990314336390147,0.02236284075918669,7.248711558284755,3.9763876418127433e+30,9.644229266753306e+29,2.069927977723978e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,20.0,57.087573209696615,1025,12,17,0.0019904902226764044,0.04466250984386024,5.929684414126903,5.955410437673624e+18,1.6517341695149635e+18,0.00046759386677916497,0.0,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,20.0,57.087573209696615,257,16,17,0.0019904902226764044,0.04466250744586684,5.929684414126903,9.10038190519406e+30,2.2071722351831263e+30,0.00046759386677916497,0.0,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,20.0,57.087573209696615,513,16,17,0.0019904902226764044,0.04466250936163824,5.929684414126903,9.10038190519406e+30,2.2071722351831263e+30,0.0004675938667793827,0.0,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,20.0,57.087573209696615,1025,16,17,0.0019904902226764044,0.04466250984386024,5.929684414126903,9.10038190519406e+30,2.2071722351831263e+30,0.00046759386677916497,0.0,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,50.0,142.71893302424155,257,4,46,0.0019914784990696516,0.04467358204053445,5.9292111588496725,0.044623208795397384,0.01995611589873133,2.0723391202857117e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,50.0,142.71893302424155,513,4,46,0.0019914784990696516,0.04467358395631752,5.9292111588496725,0.044623208795397384,0.01995611589873133,2.0723391202857117e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,50.0,142.71893302424155,1025,4,46,0.0019914784990696516,0.04467358443854247,5.9292111588496725,0.044623208795397384,0.01995611589873133,2.0723391202857117e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,50.0,142.71893302424155,257,8,46,0.0019914784990696516,0.04467358204053445,5.9292111588496725,3007929.6643873733,1002643.2258222512,2.0723391202857117e-05,0.0,True,reject_tail_edge
