N,smoothing,level,R,rank,t0,source_objective,J_max,E_cI_0.1,S_cI_0.1,Beff_cI_0.1,E_cI_0.2,S_cI_0.2,Beff_cI_0.2,E_cI_0.5,S_cI_0.5,Beff_cI_0.5,E_cI_1.0,S_cI_1.0,Beff_cI_1.0
500,sharp,1,8,1,2291.7115032754255,0.015861906515423834,0.10188764596027282,0.010390655038957025,0.10206914316306963,2.232063299724407,0.010419313418017391,0.10250058124608546,2.230717128261888,0.010618663974751627,0.1056924963590324,2.2214542411335154,0.011311798713352505,0.11874278562825065,2.1905488354071636
500,sharp,1,8,2,2866.7684606989346,0.01778590464261859,0.0925492106734224,0.008591250819431646,0.09341756662792568,2.2930358033407945,0.008669269220083126,0.09511045376696856,2.2886781487213534,0.00922921445197071,0.10496029276147734,2.258507980155148,0.011412059064434746,0.1356410661719767,2.15617399849155
500,sharp,1,8,3,1798.9315728998986,0.023256215676544286,0.11933708316817182,0.0031053327726777873,0.06700821561219358,2.866920179308564,0.003211342838593966,0.0779262619222791,2.8502546000847566,0.003954813374531676,0.10636769267210644,2.7468680384248274,0.006625985372284002,0.1384020248330188,2.4906580310037763
500,sharp,2,8,1,3456.0327889108025,0.006449428462047664,0.04361587721945059,0.0016491063601662905,0.04766772385665864,3.0544627674340523,0.0017080103852605815,0.05489900745118707,3.037732694090229,0.0020595781971273967,0.07348606685732335,2.9485078717094617,0.002698524788302166,0.08284961407695407,2.819701723031753
500,sharp,2,8,2,3069.064530773877,0.01436263739583599,0.07710865770284574,0.00025931774562098706,0.022519358451777254,3.9640688440688163,0.0003140991674847315,0.03012832155690639,3.8720632548361946,0.0006977660018737584,0.05605756635500829,3.488891890539489,0.002056131986713355,0.10497619881129658,2.9700927463176368
500,sharp,2,8,3,2948.200554242,0.018272086089135726,0.05991460575754842,0.0009233146117884791,0.05258925084259816,3.362531705027802,0.0016118372876154153,0.08069341093891015,3.0944161964067765,0.0061754057979365555,0.17075800465466395,2.448043954183107,0.019280173252857104,0.3072778045028868,1.9001757392810414
500,sharp,3,8,1,3456.0331374894467,0.006501681006421817,0.04363922816581682,0.0016848002889833067,0.04810426936323079,3.0442549470425777,0.0017440413911392668,0.055341554569525574,3.0277811520921816,0.002098057728965424,0.07399012398004606,2.9396837534356974,0.002747237650024064,0.08349396620122713,2.8111732334520605
500,sharp,3,8,2,3069.064445887926,0.014365101599703655,0.07711962233351626,0.00026036704297918126,0.022549232410464998,3.9621302691490032,0.00031511804847641274,0.030154328619323916,3.8705085557334047,0.0006985979762565914,0.056074624164086394,3.4883198433156,0.0020566266125990476,0.10498984098268382,2.969977281401595
500,sharp,3,8,3,2948.2006688526876,0.01829079695326072,0.059980998330972486,0.0009298303433733978,0.052698506498048865,3.3591477184106844,0.0016177596962570452,0.0807889469461949,3.092651279139286,0.006178139871740536,0.17084132709433306,2.447830943028476,0.019283488359945738,0.30744162806133224,1.9000929994368645
800,exp,1,8,1,3949.6860407208555,0.009640607364844464,0.06713582400071164,0.0016047777641140385,0.04645860289569452,3.0438678010949225,0.0016348777164070132,0.052601147585312015,3.0350775307767726,0.0018487903798174124,0.06874362496792011,2.976911529531646,0.002652728274661724,0.08847759776460952,2.8061191010727993
800,exp,1,8,2,2840.361060058783,0.009833829521578304,0.07615347201512972,0.0020935679637763666,0.05304174829276815,2.9752739446598397,0.0021354230766659414,0.06013442039104607,2.96572674119397,0.0024347806437297497,0.07945956193365838,2.902452463072081,0.0035951270533659506,0.10586478219633644,2.7144879291902755
800,exp,1,8,3,3100.099218846081,0.01968030327688025,0.07386222995107004,0.0004628507982735196,0.02763401977690931,3.6837315720333628,0.0005024632897690532,0.03395245070004472,3.6443338286066775,0.0007827598597049933,0.05244407387048035,3.43164977903006,0.001821322501326828,0.08367077626375495,3.026487009594687
800,exp,2,8,1,3141.3961927768646,0.0028133976339946034,0.033839622656863924,0.00012247349495990244,0.013693780350639456,4.318184341992962,0.00012031304468073448,0.01502411947693757,4.326716373455188,0.0001334080352455335,0.018153897724637717,4.277187777199476,0.0005932777695059056,0.06882075666230933,3.5618140202176423
800,exp,2,8,2,1498.4571319601052,0.01514922183425627,0.08215328083407163,0.00682341089974038,0.0875556677440525,2.506804736930633,0.007048480976584088,0.09522009296629819,2.4904931263529013,0.00871655791607874,0.12898751276173184,2.3837287603618775,0.015742268702272653,0.20041081630139487,2.0866128171205216
800,exp,2,8,3,3806.77966305006,0.26251894995922403,0.39910609846986655,0.01722729907204968,0.17892080182331616,1.9251774174203522,0.019668526142383635,0.22773380072140198,1.8623562684101793,0.036414502205277845,0.36010244537157554,1.57037593739369,0.09149333745699022,0.5259660223028452,1.133648389377396
800,exp,3,8,1,3141.396116418475,0.002811664514670659,0.033846135194787616,0.0001211820642490628,0.013627698473389788,4.323266178642541,0.00011904086069155339,0.014950086503666315,4.331812442995049,0.00013231386785360406,0.01818132789158236,4.281135811016605,0.0005933426498478157,0.06882568308601478,3.561761602280555
800,exp,3,8,2,1498.4569997995418,0.014975407989389736,0.08112791352243988,0.006655149714503593,0.08655306454331219,2.5193546346155418,0.0068777038375426305,0.09423789146588889,2.5028212378170474,0.008528104273603565,0.12804902884770952,2.3947148812957897,0.015490725740076396,0.1994742546054368,2.0947090927610317
