zone,family,center,cI,Q,zero_count_zone,zero_min,zero_max,E,S,Beff,zeros_used,J_max,J_0,J_1,J_2,J_3,J_4,tail_drift,reg_drift,classification
2118.308694211159,zero_ordinate,2103.390454808714,0.2,7.651305824093656,101,2064.304867699634,2172.250962827517,30603799.11925123,7166.042369195596,-8.470605542868373,74,41280781.094113186,-7166.042369194226,-0.4309433171997846,344007.825902265,-0.2963320191571313,-41280781.094113186,8.729872886140039e-08,32.361921106988916,healthy_proxy
2118.308694211159,zero_ordinate,2103.390454808714,0.5,7.651305824093656,101,2064.304867699634,2172.250962827517,13339479.835954234,7166.042369195596,-8.062523687167031,74,41280781.094113186,-7166.042369194226,-0.4309433171997846,344007.825902265,-0.2963320191571313,-41280781.094113186,6.7352203872896e-08,34.90161595622388,healthy_proxy
2118.308694211159,zero_ordinate,2103.390454808714,1.0,7.651305824093656,101,2064.304867699634,2172.250962827517,7482651.662292636,7166.042369195596,-7.778407739115265,74,41280781.094113186,-7166.042369194226,-0.4309433171997846,344007.825902265,-0.2963320191571313,-41280781.094113186,1.9139885507023206e-08,31.341071140381757,healthy_proxy
2118.308694211159,zero_ordinate,2105.3722065918,0.1,7.652247550719261,101,2064.304867699634,2172.250962827517,44125936.51573244,7166.861540359926,-8.649908338248935,74,41296022.094672106,-7166.86154035856,2.0820404430500483,344136.66910543124,2.6158952189760054,-41296022.094672106,7.796282020343086e-08,43.42986225427327,healthy_proxy
2118.308694211159,zero_ordinate,2105.3722065918,0.2,7.652247550719261,101,2064.304867699634,2172.250962827517,30606845.895519044,7166.861540359926,-8.470142175772917,74,41296022.094672106,-7166.86154035856,2.0820404430500483,344136.66910543124,2.6158952189760054,-41296022.094672106,9.033863711436196e-08,32.38192752564596,healthy_proxy
2118.308694211159,zero_ordinate,2105.3722065918,0.5,7.652247550719261,101,2064.304867699634,2172.250962827517,13342910.473983906,7166.861540359926,-8.062162442719172,74,41296022.094672106,-7166.86154035856,2.0820404430500483,344136.66910543124,2.6158952189760054,-41296022.094672106,6.963636882160867e-08,34.918626163896846,healthy_proxy
2118.308694211159,zero_ordinate,2105.3722065918,1.0,7.652247550719261,101,2064.304867699634,2172.250962827517,7487827.784881455,7166.861540359926,-7.778277124404764,74,41296022.094672106,-7166.86154035856,2.0820404430500483,344136.66910543124,2.6158952189760054,-41296022.094672106,1.965059310760541e-08,31.342645406726398,healthy_proxy
2118.308694211159,zero_ordinate,2105.994704339286,0.1,7.6525431781320155,101,2064.304867699634,2172.250962827517,44133676.43834795,7167.504450399249,-8.649830318362064,74,41300808.43556419,-7167.504450397884,-1.9689920237431795,344176.6046312616,-2.578530395084653,-41300808.43556419,6.58585848924477e-08,43.43218535759286,healthy_proxy
2118.308694211159,zero_ordinate,2105.994704339286,0.2,7.6525431781320155,101,2064.304867699634,2172.250962827517,30611938.627521034,7167.504450399249,-8.470063140133444,74,41300808.43556419,-7167.504450397884,-1.9689920237431795,344176.6046312616,-2.578530395084653,-41300808.43556419,7.631306951878354e-08,32.3839793484715,healthy_proxy
2118.308694211159,zero_ordinate,2105.994704339286,0.5,7.6525431781320155,101,2064.304867699634,2172.250962827517,13345334.679199783,7167.504450399249,-8.062098665458239,74,41300808.43556419,-7167.504450397884,-1.9689920237431795,344176.6046312616,-2.578530395084653,-41300808.43556419,5.8820214655944e-08,34.920395359949545,healthy_proxy
